pdf,month,keywords_found,repo_link,matched_row
Alzheimer s   Dementia - 2025 - Liu - Apolipoprotein E  4 homozygosity exacerbates retinal and cerebral microvascular.pdf,November,github; pipeline; reproducibility; script,https://github.com/miac-research/psmd,35
Alzheimer s   Dementia - 2025 - Liu - Avoiding causal fraud in the evaluation of clinical benefits of treatments for.pdf,November,script,none,36
Alzheimer s   Dementia - 2025 - Lorenz - AD‐related plasma biomarkers in centenarians  links to cognition and.pdf,November,script,none,37
Alzheimer s   Dementia - 2025 - Lynch - ABBV‐552 in patients with mild Alzheimer s disease  a randomized phase IIb trial.pdf,November,script,none,38
Alzheimer s   Dementia - 2025 - Madrid - Whole genome methylation sequencing in blood from persons with mild cognitive.pdf,November,open source; pipeline; script,none,39
Alzheimer s   Dementia - 2025 - Montagnese - Structural similarity networks reveal brain vulnerability in dementia.pdf,November,github; pipeline; script,https://github.com/predictive-clinical-neuroscience/,40
Alzheimer s   Dementia - 2025 - Mundada - Enrichment of patients with concomitant limbic‐predominant age‐related TDP‐43.pdf,November,github; pipeline; workflow,none,41
Alzheimer s   Dementia - 2025 - Ning - Accelerometer‐measured physical activity timing with incident dementia.pdf,November,script,none,42
Alzheimer s   Dementia - 2025 - Pan - Plasma P‐tau217  GFAP  and NfL as biomarkers for Alzheimer s disease  role in disease.pdf,November,script,none,43
Alzheimer s   Dementia - 2025 - Páez - Sleep spindles and slow oscillations predict cognition and biomarkers of.pdf,November,github; open-source; script,https://github.com/,44
Alzheimer s   Dementia - 2025 - Qin - The genetic landscape of early‐onset Alzheimer s disease in China.pdf,November,pipeline; script,none,45
Alzheimer s   Dementia - 2025 - Rabl - Cerebrospinal fluid proteome alterations related to depressive symptoms in cognitive.pdf,November,github; repository; script,none,46
Alzheimer s   Dementia - 2025 - Raeesi - Vascular risk factors mediate the relationship between education and white matter.pdf,November,github; open-source; pipeline; script; zenodo,none,47
Alzheimer s   Dementia - 2025 - Rajmohan - Vascular risk factors and cerebrovascular pathologic changes on autopsy  The 90 .pdf,November,repository,none,48
Alzheimer s   Dementia - 2025 - Rhodes - Virginia Memory Project  Using the Healthy Brain Initiative Roadmap to design a.pdf,November,none,none,49
Alzheimer s   Dementia - 2025 - Rikken - Characterizing visual read tau‐PET‐negative participants with Alzheimer s disease.pdf,November,pipeline,none,50
Alzheimer s   Dementia - 2025 - Rocha - Mapping reactive astrogliosis in Parkinson s brain with astroglial tracers BU99008.pdf,November,open-source; script,none,51
Alzheimer s   Dementia - 2025 - Scambray - Brain and cognitive correlates of social status across race ethnicity and sex.pdf,November,script,none,52
Alzheimer s   Dementia - 2025 - Subramaniam - Prevalence of dementia in Singapore  Changes across a decade.pdf,November,script,none,53
Alzheimer s   Dementia - 2025 - Tablante - The role of bilingualism on functional decline and neurodegeneration in distinct.pdf,November,none,none,54
Alzheimer s   Dementia - 2025 - Tabrizi - Systemic Piezo1 activation improves cerebrovascular function in Alzheimer s.pdf,November,repository; script,none,55
Alzheimer s   Dementia - 2025 - Walter - Being brave  being seen  and having your voice heard   Perspectives of.pdf,November,pipeline; script,none,56
Alzheimer s   Dementia - 2025 - Woo - APOE  4 carriership determines a faster plasma p‐tau217 progression in A ‐positive.pdf,November,script,none,57
Alzheimer s   Dementia - 2025 - Wyatt‐Johnson - The MR1 MAIT cell axis enhances dystrophic neurite development in Alzheimer.pdf,November,script,none,58
Alzheimer s   Dementia - 2025 - Wyman‐Chick - Neuropsychological test performance in mild cognitive impairment with Lewy.pdf,November,script,none,59
Alzheimer s   Dementia - 2025 - Xia - Mesial temporal tau pathology impacts basal forebrain degeneration in early Alzheimer.pdf,November,pipeline,none,60
Alzheimer s   Dementia - 2025 - Xie - A multi‐cohort study of longitudinal and cross‐sectional Alzheimer s disease.pdf,November,github; pipeline; reproducibility; workflow,none,61
Alzheimer s   Dementia - 2025 - Xie - Neural deterioration and compensation in visual short‐term memory among individuals.pdf,November,none,none,62
Alzheimer s   Dementia - 2025 - Yang - PAK1 inhibitor NVS‐PAK1‐1 preserves dendritic spines in amyloid tau exposed neurons.pdf,November,code availability; code available; repository; script,none,63
Alzheimer s   Dementia - 2025 - Ye - Degenerative pathologies on cortical biopsy  dopaminergic depletion  and shunt.pdf,November,script,none,64
Alzheimer s   Dementia - 2025 - Yeo - Dual sensory impairment  Global prevalence  future projections  and its association.pdf,November,script,none,65
Alzheimer s   Dementia - 2025 - Zhang - Associations between cerebral blood transit time  amyloid‐  pathology and cognitive.pdf,November,github; script; workflow,none,66
Alzheimer s   Dementia - 2025 - Zhang - Epigenetic clocks and longitudinal plasma biomarkers of Alzheimer s disease.pdf,November,repository; script,none,67
Alzheimer s   Dementia - 2026 - Afrooz - The impact of sex on clinical profiles of patients with behavioral variant.pdf,November,script,none,68
Alzheimer s   Dementia - 2026 - Bacci - The association of Alzheimer s disease and related dementias blood‐based biomarkers.pdf,November,script,none,69
Alzheimer s   Dementia - 2026 - Gutierrez - Evaluating segregated school attendance as a mediator of geographic inequities.pdf,November,script,none,70
Alzheimer s   Dementia - 2026 - Hauger - A blood based mitochondrial functional index biomarker for Alzheimer s disease.pdf,November,script,none,71
Alzheimer s   Dementia - 2026 - He - Association between basal forebrain volume and age in the presenilin‐1 E280A autosomal.pdf,November,pipeline; script,none,72
Alzheimer s   Dementia - 2026 - Herd - Early‐life influences on the risk for later‐life Alzheimer s and non‐Alzheimer s.pdf,November,script,none,73
Alzheimer s   Dementia - 2026 - Li - Spatial and temporal effects of cortical cerebral microinfarcts on the cortical and.pdf,November,none,none,74
Alzheimer s   Dementia - 2026 - Lin - A vision language foundation model for Alzheimer s disease diagnosis using MRI and.pdf,November,pipeline; repository; script,none,75
Alzheimer s   Dementia - 2026 - Oh - Apathy  depression  and dementia risk in older adults  A global collaborative study.pdf,November,script,none,76
Alzheimer s   Dementia - 2026 - Stiver - Sleep duration promotes resistance and resilience to tau in older women at risk.pdf,November,script,none,77
Alzheimer s   Dementia - 2026 - Wu - Single‐cell landscape of sex‐specific drivers of Alzheimer s disease.pdf,November,github; repository; script,none,78
Alzheimer s   Dementia - 2026 - Zhang - Six‐month follow‐up of ARIA‐H and iron deposition in real‐world lecanemab therapy.pdf,November,script,none,79
Alzheimer s   Dementia - 2025 - Agrawal - Hippocampal neuronal loss and cognitive decline in LATE‐NC and ADNC among.pdf,December,script,none,2
Alzheimer s   Dementia - 2025 - Ashton - Biomarker discovery in Alzheimer s and neurodegenerative diseases using Nucleic.pdf,December,script; workflow,none,3
Alzheimer s   Dementia - 2025 - Balabin - Natural language processing‐based classification of early Alzheimer s disease.pdf,December,script,none,4
Alzheimer s   Dementia - 2025 - Beydoun - Plasma proteomic biomarkers as mediators or moderators for the association.pdf,December,github; repository; reproducibility; script,https://github.com/,5
Alzheimer s   Dementia - 2025 - Boyle - Scam susceptibility is associated with a markedly accelerated onset of Alzheimer s.pdf,December,script,none,6
Alzheimer s   Dementia - 2025 - Brinkley - The U S  POINTER neurovascular ancillary study  Study design and methods.pdf,December,script,none,7
Alzheimer s   Dementia - 2025 - Carlos - White matter hyperintensities and TDP‐43 pathology in Alzheimer s disease.pdf,December,reproducible; script,none,8
Alzheimer s   Dementia - 2025 - Chen - Identification of risk factors and development of a predictive nomogram for.pdf,December,script,none,9
Alzheimer s   Dementia - 2025 - Cho - Functional insight into East Asian specific genetic risk loci for Alzheimer s disease.pdf,December,script,none,10
Alzheimer s   Dementia - 2025 - Chong - Clinical utility of plasma p‐tau217 in identifying abnormal brain amyloid burden in.pdf,December,open-source; reproducible; script; workflow,none,11
Alzheimer s   Dementia - 2025 - Cleary - Neuron‐derived extracellular vesicles as a liquid biopsy for brain insulin.pdf,December,script,none,12
Alzheimer s   Dementia - 2025 - Cody - Accuracy of plasma biomarkers to detect Alzheimer s disease proteinopathy prior to.pdf,December,script,none,13
Alzheimer s   Dementia - 2025 - Coleman - Massive changes in gene expression and their cause s  can be a unifying principle.pdf,December,script,none,14
Alzheimer s   Dementia - 2025 - Cotelli - Predicting survival rate by plasma biomarkers and clinical variables in syndromes.pdf,December,pipeline,none,15
Alzheimer s   Dementia - 2025 - Dave - Unlocking ocular biomarkers for early detection of Alzheimer s disease.pdf,December,script; workflow,none,16
Alzheimer s   Dementia - 2025 - De Vito - Parallel changes in cognition  neuropsychiatric symptoms  and amyloid in.pdf,December,github; script,none,17
Alzheimer s   Dementia - 2025 - Doecke - Diagnostic performance of plasma A 42 40 ratio  p‐tau181  GFAP  and NfL along the.pdf,December,none,none,18
Alzheimer s   Dementia - 2025 - Duggan - The Dementia SomaSignal Test  dSST   A plasma proteomic predictor of 20‐year.pdf,December,repository; reproducibility; script,none,19
Alzheimer s   Dementia - 2025 - Elyaman - Exploring the role of T cells in Alzheimer s and other neurodegenerative diseases.pdf,December,pipeline; script,none,20
Alzheimer s   Dementia - 2025 - Ercan - Platelets mirror changes in the frontal lobe antioxidant system in Alzheimer s.pdf,December,script; workflow,none,21
Alzheimer s   Dementia - 2025 - Fang - Prevalence of idiopathic normal pressure hydrocephalus in older adult population in.pdf,December,script,none,22
Alzheimer s   Dementia - 2025 - Farina - An evaluation of a community dementia screening program in rural Kenya  DEM‐SKY.pdf,December,script,none,23
Alzheimer s   Dementia - 2025 - Feng - Inhibition of IFITM3 in cerebrovascular endothelium alleviates Alzheimer s‐related.pdf,December,pipeline; script; workflow,none,24
Alzheimer s   Dementia - 2025 - Gabel - Current practices by Alzheimer s Disease Research Centers to remunerate research.pdf,December,script,none,25
Alzheimer s   Dementia - 2025 - Gao - Pathological angiogenesis was associated with cerebrovascular lesion and.pdf,December,open-source; script,none,26
Alzheimer s   Dementia - 2025 - Giovane - Remote cognitive tests predict neurodegenerative biomarkers in the Insight 46.pdf,December,script,none,27
Alzheimer s   Dementia - 2025 - Gonay - Developing machine‐learning‐based amyloidogenicity predictors with Cross‐Beta DB.pdf,December,github; pipeline; repository; script,https://github.com/Valentin-Gonay/cross-beta-,28
Alzheimer s   Dementia - 2025 - Han - Transcriptome analysis of early‐ and late‐onset Alzheimer s disease in Korean cohorts.pdf,December,pipeline; reproducibility; reproducible; script; workflow,none,29
Alzheimer s   Dementia - 2025 - Haye - Role of PCPs in diagnosing dementia in traditional Medicare and Medicare Advantage.pdf,December,none,none,30
Alzheimer s   Dementia - 2025 - Hoevenaar‐Blom - Mediation of modifiable risk factors in two multidomain dementia.pdf,December,none,none,31
Alzheimer s   Dementia - 2025 - Hughes - GABAergic modulation of beta power enhances motor adaptation in frontotemporal.pdf,December,github; pipeline; script,none,32
Alzheimer s   Dementia - 2025 - Jang - Differential roles of Alzheimer s disease plasma biomarkers in stepwise.pdf,December,none,none,33
Alzheimer s   Dementia - 2025 - Karakatsani - Multimodal imaging of murine cerebrovascular dynamics induced by transcranial.pdf,December,none,none,34
Alzheimer s   Dementia - 2025 - Kennedy - Decoding brain structure to stage Alzheimer s disease pathology in Down syndrome.pdf,December,github; script,https://github.com/,35
Alzheimer s   Dementia - 2025 - Kolobaric - Altered triple network model connectivity is associated with cognitive function.pdf,December,script,none,36
Alzheimer s   Dementia - 2025 - Kouhsar - A brain DNA co‐methylation network analysis of psychosis in Alzheimer s disease.pdf,December,code availability; github; pipeline; script; workflow,https://github.com/UoE-Dementia-Genomics/AD-Psychosis-,37
Alzheimer s   Dementia - 2025 - Lan - Plasma N‐terminal tau fragment is an amyloid‐dependent biomarker in Alzheimer s.pdf,December,script,none,38
Alzheimer s   Dementia - 2025 - Lee - Semantic variant primary progressive aphasia with ANXA11 p D40G.pdf,December,github; script,https://github.com/,39
Alzheimer s   Dementia - 2025 - Leuzy - Considerations in the clinical use of amyloid PET and CSF biomarkers for Alzheimer.pdf,December,pipeline; repository; reproducibility; script; workflow,none,40
Alzheimer s   Dementia - 2025 - Liu - Usage patterns of cognitive assessments during Medicare s Annual Wellness Visit  A.pdf,December,none,none,41
Alzheimer s   Dementia - 2025 - Ma - Unraveling the bidirectional link between cancer and dementia and the impact of cancer.pdf,December,script,none,42
Alzheimer s   Dementia - 2025 - Mahoney - Visual‐somatosensory integration as a novel behavioral marker of amyloid.pdf,December,script,none,43
Alzheimer s   Dementia - 2025 - Mak - Influence of alpha‐synuclein on glucose metabolism in Alzheimer s disease continuum .pdf,December,pipeline; script,none,44
Alzheimer s   Dementia - 2025 - Memel - Sex differences in the clinical manifestation of autosomal dominant frontotemporal.pdf,December,script,none,45
Alzheimer s   Dementia - 2025 - Menon - Prevalence of subjective cognitive decline and its association with physical health.pdf,December,script,none,46
Alzheimer s   Dementia - 2025 - Meza - Offspring education and cognitive health  A comparison between Hispanic and White.pdf,December,none,none,47
Alzheimer s   Dementia - 2025 - Moon - South Korean study to prevent cognitive impairment and protect brain health through.pdf,December,none,none,48
Alzheimer s   Dementia - 2025 - Mostert - Investing in equitable healthy aging  Why Africa must reform social pension.pdf,December,none,none,49
Alzheimer s   Dementia - 2025 - Myrstad - Hearing and cognitive scores measured with the Montreal Cognitive Assessment.pdf,December,none,none,50
Alzheimer s   Dementia - 2025 - Nichols - The association between adult child education and cognitive functioning among.pdf,December,script,none,51
Alzheimer s   Dementia - 2025 - Pezzoli - Cognitive aging outcomes are related to both tau pathology and maintenance of.pdf,December,pipeline; script,none,52
Alzheimer s   Dementia - 2025 - Ren - Long‐range inputome of prefrontal GABAergic interneurons in the Alzheimer s disease.pdf,December,pipeline,none,53
Alzheimer s   Dementia - 2025 - Rogers - Unraveling temporal patterns of diagnostic markers and comorbidities in Alzheimer.pdf,December,pipeline; repository; script,none,54
Alzheimer s   Dementia - 2025 - Schneider - Linking higher amyloid beta 1‐38  A  1‐38   levels to reduced Alzheimer s.pdf,December,script,none,55
Alzheimer s   Dementia - 2025 - Sewell - Unraveling the transcriptomic landscape of brain vascular cells in dementia  A.pdf,December,pipeline; script,none,56
Alzheimer s   Dementia - 2025 - Sönmez - An unsupervised learning approach for clustering joint trajectories of Alzheimer s.pdf,December,script,none,57
Alzheimer s   Dementia - 2025 - Wakawa - Dementia in a resource‐constrained sub‐Saharan African setting  A comprehensive.pdf,December,script,none,58
Alzheimer s   Dementia - 2025 - Wen - Nutrition  A non‐negligible factor in the pathogenesis and treatment of Alzheimer s.pdf,December,reproducibility; script,none,59
Alzheimer s   Dementia - 2025 - Xu - Long non‐coding RNAs as key regulators of neurodegenerative protein aggregation.pdf,December,script,none,60
Alzheimer s   Dementia - 2025 - Xu - Tracer kinetic model detecting heterogeneous blood brain barrier permeability to water.pdf,December,pipeline; script,none,61
Alzheimer s   Dementia - 2025 - Yakoub - Plasma p‐tau217 identifies cognitively normal older adults who will develop.pdf,December,code availability; github; pipeline; reproducibility; script,https://github.com/villeneuvelab/vlpp,62
Alzheimer s   Dementia - 2025 - Zamani - Mapping amyloid beta predictors of entorhinal tau in preclinical Alzheimer s.pdf,December,reproducibility,none,63
Alzheimer s   Dementia - 2025 - Zeng - Novel plasma biomarkers of amyloid plaque pathology and cortical thickness .pdf,December,none,none,64
Alzheimer s   Dementia - 2025 - Zhang - Blood DNA methylation signature for incident dementia  Evidence from longitudinal.pdf,December,code availability; github; pipeline; script,https://github.com/,65
Alzheimer s   Dementia - 2025 - Zhong - Plasma p‐tau217 and p‐tau217 A 1‐42 are effective biomarkers for identifying CSF‐.pdf,December,reproducibility; workflow,none,66
