pdf,month,datasets_found,matched_row
Alzheimer s   Dementia - 2026 - Zhang - Six‐month follow‐up of ARIA‐H and iron deposition in real‐world lecanemab therapy.pdf,November,none,79
Alzheimer s   Dementia - 2025 - Agrawal - Hippocampal neuronal loss and cognitive decline in LATE‐NC and ADNC among.pdf,December,none,2
Alzheimer s   Dementia - 2025 - Ashton - Biomarker discovery in Alzheimer s and neurodegenerative diseases using Nucleic.pdf,December,none,3
Alzheimer s   Dementia - 2025 - Balabin - Natural language processing‐based classification of early Alzheimer s disease.pdf,December,PREVENT-AD,4
Alzheimer s   Dementia - 2025 - Beydoun - Plasma proteomic biomarkers as mediators or moderators for the association.pdf,December,UK Biobank,5
Alzheimer s   Dementia - 2025 - Boyle - Scam susceptibility is associated with a markedly accelerated onset of Alzheimer s.pdf,December,none,6
Alzheimer s   Dementia - 2025 - Brinkley - The U S  POINTER neurovascular ancillary study  Study design and methods.pdf,December,none,7
Alzheimer s   Dementia - 2025 - Carlos - White matter hyperintensities and TDP‐43 pathology in Alzheimer s disease.pdf,December,none,8
Alzheimer s   Dementia - 2025 - Chen - Identification of risk factors and development of a predictive nomogram for.pdf,December,UK Biobank,9
Alzheimer s   Dementia - 2025 - Cho - Functional insight into East Asian specific genetic risk loci for Alzheimer s disease.pdf,December,ROSMAP; ADNI; SEA-AD,10
Alzheimer s   Dementia - 2025 - Chong - Clinical utility of plasma p‐tau217 in identifying abnormal brain amyloid burden in.pdf,December,ADNI; J-ADNI,11
Alzheimer s   Dementia - 2025 - Cleary - Neuron‐derived extracellular vesicles as a liquid biopsy for brain insulin.pdf,December,none,12
Alzheimer s   Dementia - 2025 - Cody - Accuracy of plasma biomarkers to detect Alzheimer s disease proteinopathy prior to.pdf,December,Knight ADRC; NACC; WRAP,13
Alzheimer s   Dementia - 2025 - Coleman - Massive changes in gene expression and their cause s  can be a unifying principle.pdf,December,none,14
Alzheimer s   Dementia - 2025 - Cotelli - Predicting survival rate by plasma biomarkers and clinical variables in syndromes.pdf,December,NACC,15
Alzheimer s   Dementia - 2025 - Dave - Unlocking ocular biomarkers for early detection of Alzheimer s disease.pdf,December,none,16
Alzheimer s   Dementia - 2025 - De Vito - Parallel changes in cognition  neuropsychiatric symptoms  and amyloid in.pdf,December,ADNI,17
Alzheimer s   Dementia - 2025 - Doecke - Diagnostic performance of plasma A 42 40 ratio  p‐tau181  GFAP  and NfL along the.pdf,December,AIBL; ALFA,18
Alzheimer s   Dementia - 2025 - Duggan - The Dementia SomaSignal Test  dSST   A plasma proteomic predictor of 20‐year.pdf,December,BLSA; ADNI; UK Biobank,19
Alzheimer s   Dementia - 2025 - Elyaman - Exploring the role of T cells in Alzheimer s and other neurodegenerative diseases.pdf,December,none,20
Alzheimer s   Dementia - 2025 - Ercan - Platelets mirror changes in the frontal lobe antioxidant system in Alzheimer s.pdf,December,MAPT,21
Alzheimer s   Dementia - 2025 - Fang - Prevalence of idiopathic normal pressure hydrocephalus in older adult population in.pdf,December,none,22
Alzheimer s   Dementia - 2025 - Farina - An evaluation of a community dementia screening program in rural Kenya  DEM‐SKY.pdf,December,none,23
Alzheimer s   Dementia - 2025 - Feng - Inhibition of IFITM3 in cerebrovascular endothelium alleviates Alzheimer s‐related.pdf,December,none,24
Alzheimer s   Dementia - 2025 - Gabel - Current practices by Alzheimer s Disease Research Centers to remunerate research.pdf,December,NACC,25
Alzheimer s   Dementia - 2025 - Gao - Pathological angiogenesis was associated with cerebrovascular lesion and.pdf,December,none,26
Alzheimer s   Dementia - 2025 - Giovane - Remote cognitive tests predict neurodegenerative biomarkers in the Insight 46.pdf,December,ALFA,27
Alzheimer s   Dementia - 2025 - Gonay - Developing machine‐learning‐based amyloidogenicity predictors with Cross‐Beta DB.pdf,December,none,28
Alzheimer s   Dementia - 2025 - Han - Transcriptome analysis of early‐ and late‐onset Alzheimer s disease in Korean cohorts.pdf,December,KBASE,29
Alzheimer s   Dementia - 2025 - Haye - Role of PCPs in diagnosing dementia in traditional Medicare and Medicare Advantage.pdf,December,none,30
Alzheimer s   Dementia - 2025 - Hoevenaar‐Blom - Mediation of modifiable risk factors in two multidomain dementia.pdf,December,MAPT,31
Alzheimer s   Dementia - 2025 - Hughes - GABAergic modulation of beta power enhances motor adaptation in frontotemporal.pdf,December,none,32
Alzheimer s   Dementia - 2025 - Jang - Differential roles of Alzheimer s disease plasma biomarkers in stepwise.pdf,December,ADNI,33
Alzheimer s   Dementia - 2025 - Karakatsani - Multimodal imaging of murine cerebrovascular dynamics induced by transcranial.pdf,December,none,34
Alzheimer s   Dementia - 2025 - Kennedy - Decoding brain structure to stage Alzheimer s disease pathology in Down syndrome.pdf,December,none,35
Alzheimer s   Dementia - 2025 - Kolobaric - Altered triple network model connectivity is associated with cognitive function.pdf,December,none,36
Alzheimer s   Dementia - 2025 - Kouhsar - A brain DNA co‐methylation network analysis of psychosis in Alzheimer s disease.pdf,December,ROSMAP,37
Alzheimer s   Dementia - 2025 - Lan - Plasma N‐terminal tau fragment is an amyloid‐dependent biomarker in Alzheimer s.pdf,December,ADNI,38
Alzheimer s   Dementia - 2025 - Lee - Semantic variant primary progressive aphasia with ANXA11 p D40G.pdf,December,MAPT,39
Alzheimer s   Dementia - 2025 - Leuzy - Considerations in the clinical use of amyloid PET and CSF biomarkers for Alzheimer.pdf,December,ADNI; AIBL; J-ADNI; A4 Study,40
Alzheimer s   Dementia - 2025 - Liu - Usage patterns of cognitive assessments during Medicare s Annual Wellness Visit  A.pdf,December,none,41
Alzheimer s   Dementia - 2025 - Ma - Unraveling the bidirectional link between cancer and dementia and the impact of cancer.pdf,December,none,42
Alzheimer s   Dementia - 2025 - Mahoney - Visual‐somatosensory integration as a novel behavioral marker of amyloid.pdf,December,none,43
Alzheimer s   Dementia - 2025 - Mak - Influence of alpha‐synuclein on glucose metabolism in Alzheimer s disease continuum .pdf,December,ADNI,44
Alzheimer s   Dementia - 2025 - Memel - Sex differences in the clinical manifestation of autosomal dominant frontotemporal.pdf,December,NACC; MAPT,45
Alzheimer s   Dementia - 2025 - Menon - Prevalence of subjective cognitive decline and its association with physical health.pdf,December,none,46
Alzheimer s   Dementia - 2025 - Meza - Offspring education and cognitive health  A comparison between Hispanic and White.pdf,December,none,47
Alzheimer s   Dementia - 2025 - Moon - South Korean study to prevent cognitive impairment and protect brain health through.pdf,December,MAPT,48
Alzheimer s   Dementia - 2025 - Mostert - Investing in equitable healthy aging  Why Africa must reform social pension.pdf,December,none,49
Alzheimer s   Dementia - 2025 - Myrstad - Hearing and cognitive scores measured with the Montreal Cognitive Assessment.pdf,December,none,50
Alzheimer s   Dementia - 2025 - Nichols - The association between adult child education and cognitive functioning among.pdf,December,LASI-DAD,51
Alzheimer s   Dementia - 2025 - Pezzoli - Cognitive aging outcomes are related to both tau pathology and maintenance of.pdf,December,none,52
Alzheimer s   Dementia - 2025 - Ren - Long‐range inputome of prefrontal GABAergic interneurons in the Alzheimer s disease.pdf,December,none,53
Alzheimer s   Dementia - 2025 - Rogers - Unraveling temporal patterns of diagnostic markers and comorbidities in Alzheimer.pdf,December,NACC,54
Alzheimer s   Dementia - 2025 - Schneider - Linking higher amyloid beta 1‐38  A  1‐38   levels to reduced Alzheimer s.pdf,December,ADNI; DELCODE,55
Alzheimer s   Dementia - 2025 - Sewell - Unraveling the transcriptomic landscape of brain vascular cells in dementia  A.pdf,December,none,56
Alzheimer s   Dementia - 2025 - Sönmez - An unsupervised learning approach for clustering joint trajectories of Alzheimer s.pdf,December,ADNI; AIBL,57
Alzheimer s   Dementia - 2025 - Wakawa - Dementia in a resource‐constrained sub‐Saharan African setting  A comprehensive.pdf,December,none,58
Alzheimer s   Dementia - 2025 - Wen - Nutrition  A non‐negligible factor in the pathogenesis and treatment of Alzheimer s.pdf,December,WHICAP; UK Biobank,59
Alzheimer s   Dementia - 2025 - Xu - Long non‐coding RNAs as key regulators of neurodegenerative protein aggregation.pdf,December,MAPT,60
Alzheimer s   Dementia - 2025 - Xu - Tracer kinetic model detecting heterogeneous blood brain barrier permeability to water.pdf,December,none,61
Alzheimer s   Dementia - 2025 - Yakoub - Plasma p‐tau217 identifies cognitively normal older adults who will develop.pdf,December,PREVENT-AD,62
Alzheimer s   Dementia - 2025 - Zamani - Mapping amyloid beta predictors of entorhinal tau in preclinical Alzheimer s.pdf,December,ADNI; ALFA,63
Alzheimer s   Dementia - 2025 - Zeng - Novel plasma biomarkers of amyloid plaque pathology and cortical thickness .pdf,December,MAPT,64
Alzheimer s   Dementia - 2025 - Zhang - Blood DNA methylation signature for incident dementia  Evidence from longitudinal.pdf,December,ADNI,65
Alzheimer s   Dementia - 2025 - Zhong - Plasma p‐tau217 and p‐tau217 A 1‐42 are effective biomarkers for identifying CSF‐.pdf,December,none,66
